CooperatorCode,SurveyID,SurveyStatusID,RegionID,HexagonName,State,BirdPtID,PointID,NP,NWR,NWR_Comp,SMI_Unit,Rest_Unit,ContSite,Date,Time,SHARPTide,LowMarshCC,HighMarshCC,SaltMarshTBorderCC,BrackishTBorderCC,InvasivesCC,PannesChannelsCC,UplandCC,Wrack,OpenWater,DeadSnags,DomSp1,Sp1Percent,DomSp2,Sp2Percent,DomSp3,Sp3Percent,DomSp4,Sp4Percent,DomSp5,Sp5Percent,DomSp6,Sp6Percent,DomSp7,Sp7Percent,DomSp8,Sp8Percent,DomSp9,Sp9Percent,DomSp10,Sp10Percent,ObserverInitials,Comments,IsSMI,IsSMI_pilot,IsUSFWS_h,IsSHARP,IsOther_h,IsRest,IsControl,IsKIRA,IsNPS,IsDemo,IsExclosure,IsNBI,IsCNC,IsRapidDemo,IsDNRECSurvey
SHARP,8240,1,13,63630,NJ,63630_p39,8841,NA,EBF,NA,NA,Stouts Creek Impoundment,NA,8/13/2015,11:15:00,High,,,,0,,,0,,0,2,Phragmites australis,60,Baccharis halimifolia,5,Althaea officinalis,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,TFG,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
SHARP,8240,1,13,63630,NJ,63630_p39,8841,NA,EBF,NA,NA,Stouts Creek Impoundment,NA,8/13/2015,11:15:00,High,,0,,0,,,0,,0,2,Phragmites australis,60,Baccharis halimifolia,5,Althaea officinalis,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,TFG,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
SHARP,8240,1,13,63630,NJ,63630_p39,8841,NA,EBF,NA,NA,Stouts Creek Impoundment,NA,8/13/2015,11:15:00,High,,,3,0,,,,,0,2,Phragmites australis,60,Baccharis halimifolia,5,Althaea officinalis,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,TFG,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
SHARP,8240,1,13,63630,NJ,63630_p39,8841,NA,EBF,NA,NA,Stouts Creek Impoundment,NA,8/13/2015,11:15:00,High,,0,3,0,,,,,0,2,Phragmites australis,60,Baccharis halimifolia,5,Althaea officinalis,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,TFG,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
SHARP,8240,1,13,63630,NJ,63630_p39,8841,NA,EBF,NA,NA,Stouts Creek Impoundment,NA,8/13/2015,11:15:00,High,,,3,0,,,0,,0,2,Phragmites australis,60,Baccharis halimifolia,5,Althaea officinalis,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,TFG,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
SHARP,8240,1,13,63630,NJ,63630_p39,8841,NA,EBF,NA,NA,Stouts Creek Impoundment,NA,8/13/2015,11:15:00,High,,0,3,0,,,0,,0,2,Phragmites australis,60,Baccharis halimifolia,5,Althaea officinalis,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,TFG,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
SHARP,8240,1,13,63630,NJ,63630_p39,8841,NA,EBF,NA,NA,Stouts Creek Impoundment,NA,8/13/2015,11:15:00,High,,,,0,,,,0,0,2,Phragmites australis,60,Baccharis halimifolia,5,Althaea officinalis,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,TFG,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
SHARP,8240,1,13,63630,NJ,63630_p39,8841,NA,EBF,NA,NA,Stouts Creek Impoundment,NA,8/13/2015,11:15:00,High,,0,,0,,,,0,0,2,Phragmites australis,60,Baccharis halimifolia,5,Althaea officinalis,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,TFG,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
SHARP,8240,1,13,63630,NJ,63630_p39,8841,NA,EBF,NA,NA,Stouts Creek Impoundment,NA,8/13/2015,11:15:00,High,,,,0,,,0,0,0,2,Phragmites australis,60,Baccharis halimifolia,5,Althaea officinalis,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,TFG,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
SHARP,8240,1,13,63630,NJ,63630_p39,8841,NA,EBF,NA,NA,Stouts Creek Impoundment,NA,8/13/2015,11:15:00,High,,0,,0,,,0,0,0,2,Phragmites australis,60,Baccharis halimifolia,5,Althaea officinalis,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,TFG,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
SHARP,8240,1,13,63630,NJ,63630_p39,8841,NA,EBF,NA,NA,Stouts Creek Impoundment,NA,8/13/2015,11:15:00,High,,,3,0,,,,0,0,2,Phragmites australis,60,Baccharis halimifolia,5,Althaea officinalis,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,TFG,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
SHARP,8240,1,13,63630,NJ,63630_p39,8841,NA,EBF,NA,NA,Stouts Creek Impoundment,NA,8/13/2015,11:15:00,High,,0,3,0,,,,0,0,2,Phragmites australis,60,Baccharis halimifolia,5,Althaea officinalis,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,TFG,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
SHARP,8240,1,13,63630,NJ,63630_p39,8841,NA,EBF,NA,NA,Stouts Creek Impoundment,NA,8/13/2015,11:15:00,High,,,3,0,,,0,0,0,2,Phragmites australis,60,Baccharis halimifolia,5,Althaea officinalis,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,TFG,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
SHARP,8240,1,13,63630,NJ,63630_p39,8841,NA,EBF,NA,NA,Stouts Creek Impoundment,NA,8/13/2015,11:15:00,High,,0,3,0,,,0,0,0,2,Phragmites australis,60,Baccharis halimifolia,5,Althaea officinalis,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,TFG,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
SHARP,8240,1,13,63630,NJ,63630_p39,8841,NA,EBF,NA,NA,Stouts Creek Impoundment,NA,8/13/2015,11:15:00,High,,,,0,5,,,,,2,Phragmites australis,60,Baccharis halimifolia,5,Althaea officinalis,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,TFG,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
SHARP,8240,1,13,63630,NJ,63630_p39,8841,NA,EBF,NA,NA,Stouts Creek Impoundment,NA,8/13/2015,11:15:00,High,,0,,0,5,,,,,2,Phragmites australis,60,Baccharis halimifolia,5,Althaea officinalis,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,TFG,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
SHARP,8240,1,13,63630,NJ,63630_p39,8841,NA,EBF,NA,NA,Stouts Creek Impoundment,NA,8/13/2015,11:15:00,High,,,,0,5,,0,,,2,Phragmites australis,60,Baccharis halimifolia,5,Althaea officinalis,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,TFG,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
SHARP,8240,1,13,63630,NJ,63630_p39,8841,NA,EBF,NA,NA,Stouts Creek Impoundment,NA,8/13/2015,11:15:00,High,,0,,0,5,,0,,,2,Phragmites australis,60,Baccharis halimifolia,5,Althaea officinalis,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,TFG,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
SHARP,8240,1,13,63630,NJ,63630_p39,8841,NA,EBF,NA,NA,Stouts Creek Impoundment,NA,8/13/2015,11:15:00,High,,,3,0,5,,,,,2,Phragmites australis,60,Baccharis halimifolia,5,Althaea officinalis,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,TFG,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
SHARP,8240,1,13,63630,NJ,63630_p39,8841,NA,EBF,NA,NA,Stouts Creek Impoundment,NA,8/13/2015,11:15:00,High,,0,3,0,5,,,,,2,Phragmites australis,60,Baccharis halimifolia,5,Althaea officinalis,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,TFG,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
SHARP,8240,1,13,63630,NJ,63630_p39,8841,NA,EBF,NA,NA,Stouts Creek Impoundment,NA,8/13/2015,11:15:00,High,,,3,0,5,,0,,,2,Phragmites australis,60,Baccharis halimifolia,5,Althaea officinalis,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,TFG,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
SHARP,8240,1,13,63630,NJ,63630_p39,8841,NA,EBF,NA,NA,Stouts Creek Impoundment,NA,8/13/2015,11:15:00,High,,0,3,0,5,,0,,,2,Phragmites australis,60,Baccharis halimifolia,5,Althaea officinalis,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,TFG,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
SHARP,8240,1,13,63630,NJ,63630_p39,8841,NA,EBF,NA,NA,Stouts Creek Impoundment,NA,8/13/2015,11:15:00,High,,,,0,5,,,0,,2,Phragmites australis,60,Baccharis halimifolia,5,Althaea officinalis,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,TFG,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
SHARP,8240,1,13,63630,NJ,63630_p39,8841,NA,EBF,NA,NA,Stouts Creek Impoundment,NA,8/13/2015,11:15:00,High,,0,,0,5,,,0,,2,Phragmites australis,60,Baccharis halimifolia,5,Althaea officinalis,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,TFG,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
SHARP,8240,1,13,63630,NJ,63630_p39,8841,NA,EBF,NA,NA,Stouts Creek Impoundment,NA,8/13/2015,11:15:00,High,,,,0,5,,0,0,,2,Phragmites australis,60,Baccharis halimifolia,5,Althaea officinalis,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,TFG,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
SHARP,8240,1,13,63630,NJ,63630_p39,8841,NA,EBF,NA,NA,Stouts Creek Impoundment,NA,8/13/2015,11:15:00,High,,0,,0,5,,0,0,,2,Phragmites australis,60,Baccharis halimifolia,5,Althaea officinalis,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,TFG,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
SHARP,8240,1,13,63630,NJ,63630_p39,8841,NA,EBF,NA,NA,Stouts Creek Impoundment,NA,8/13/2015,11:15:00,High,,,3,0,5,,,0,,2,Phragmites australis,60,Baccharis halimifolia,5,Althaea officinalis,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,TFG,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
SHARP,8240,1,13,63630,NJ,63630_p39,8841,NA,EBF,NA,NA,Stouts Creek Impoundment,NA,8/13/2015,11:15:00,High,,0,3,0,5,,,0,,2,Phragmites australis,60,Baccharis halimifolia,5,Althaea officinalis,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,TFG,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
SHARP,8240,1,13,63630,NJ,63630_p39,8841,NA,EBF,NA,NA,Stouts Creek Impoundment,NA,8/13/2015,11:15:00,High,,,3,0,5,,0,0,,2,Phragmites australis,60,Baccharis halimifolia,5,Althaea officinalis,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,TFG,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
SHARP,8240,1,13,63630,NJ,63630_p39,8841,NA,EBF,NA,NA,Stouts Creek Impoundment,NA,8/13/2015,11:15:00,High,,0,3,0,5,,0,0,,2,Phragmites australis,60,Baccharis halimifolia,5,Althaea officinalis,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,TFG,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
SHARP,8240,1,13,63630,NJ,63630_p39,8841,NA,EBF,NA,NA,Stouts Creek Impoundment,NA,8/13/2015,11:15:00,High,,,,0,5,,,,0,2,Phragmites australis,60,Baccharis halimifolia,5,Althaea officinalis,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,TFG,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
SHARP,8240,1,13,63630,NJ,63630_p39,8841,NA,EBF,NA,NA,Stouts Creek Impoundment,NA,8/13/2015,11:15:00,High,,0,,0,5,,,,0,2,Phragmites australis,60,Baccharis halimifolia,5,Althaea officinalis,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,TFG,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
SHARP,8240,1,13,63630,NJ,63630_p39,8841,NA,EBF,NA,NA,Stouts Creek Impoundment,NA,8/13/2015,11:15:00,High,,,,0,5,,0,,0,2,Phragmites australis,60,Baccharis halimifolia,5,Althaea officinalis,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,TFG,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
SHARP,8240,1,13,63630,NJ,63630_p39,8841,NA,EBF,NA,NA,Stouts Creek Impoundment,NA,8/13/2015,11:15:00,High,,0,,0,5,,0,,0,2,Phragmites australis,60,Baccharis halimifolia,5,Althaea officinalis,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,TFG,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
SHARP,8240,1,13,63630,NJ,63630_p39,8841,NA,EBF,NA,NA,Stouts Creek Impoundment,NA,8/13/2015,11:15:00,High,,,3,0,5,,,,0,2,Phragmites australis,60,Baccharis halimifolia,5,Althaea officinalis,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,TFG,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
SHARP,8240,1,13,63630,NJ,63630_p39,8841,NA,EBF,NA,NA,Stouts Creek Impoundment,NA,8/13/2015,11:15:00,High,,0,3,0,5,,,,0,2,Phragmites australis,60,Baccharis halimifolia,5,Althaea officinalis,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,TFG,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
SHARP,8240,1,13,63630,NJ,63630_p39,8841,NA,EBF,NA,NA,Stouts Creek Impoundment,NA,8/13/2015,11:15:00,High,,,3,0,5,,0,,0,2,Phragmites australis,60,Baccharis halimifolia,5,Althaea officinalis,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,TFG,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
SHARP,8240,1,13,63630,NJ,63630_p39,8841,NA,EBF,NA,NA,Stouts Creek Impoundment,NA,8/13/2015,11:15:00,High,,0,3,0,5,,0,,0,2,Phragmites australis,60,Baccharis halimifolia,5,Althaea officinalis,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,TFG,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
SHARP,8240,1,13,63630,NJ,63630_p39,8841,NA,EBF,NA,NA,Stouts Creek Impoundment,NA,8/13/2015,11:15:00,High,,,,0,5,,,0,0,2,Phragmites australis,60,Baccharis halimifolia,5,Althaea officinalis,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,TFG,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
SHARP,8240,1,13,63630,NJ,63630_p39,8841,NA,EBF,NA,NA,Stouts Creek Impoundment,NA,8/13/2015,11:15:00,High,,0,,0,5,,,0,0,2,Phragmites australis,60,Baccharis halimifolia,5,Althaea officinalis,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,TFG,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
SHARP,8240,1,13,63630,NJ,63630_p39,8841,NA,EBF,NA,NA,Stouts Creek Impoundment,NA,8/13/2015,11:15:00,High,,,,0,5,,0,0,0,2,Phragmites australis,60,Baccharis halimifolia,5,Althaea officinalis,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,TFG,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
SHARP,8240,1,13,63630,NJ,63630_p39,8841,NA,EBF,NA,NA,Stouts Creek Impoundment,NA,8/13/2015,11:15:00,High,,0,,0,5,,0,0,0,2,Phragmites australis,60,Baccharis halimifolia,5,Althaea officinalis,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,TFG,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
SHARP,8240,1,13,63630,NJ,63630_p39,8841,NA,EBF,NA,NA,Stouts Creek Impoundment,NA,8/13/2015,11:15:00,High,,,3,0,5,,,0,0,2,Phragmites australis,60,Baccharis halimifolia,5,Althaea officinalis,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,TFG,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
SHARP,8240,1,13,63630,NJ,63630_p39,8841,NA,EBF,NA,NA,Stouts Creek Impoundment,NA,8/13/2015,11:15:00,High,,0,3,0,5,,,0,0,2,Phragmites australis,60,Baccharis halimifolia,5,Althaea officinalis,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,TFG,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
SHARP,8240,1,13,63630,NJ,63630_p39,8841,NA,EBF,NA,NA,Stouts Creek Impoundment,NA,8/13/2015,11:15:00,High,,,3,0,5,,0,0,0,2,Phragmites australis,60,Baccharis halimifolia,5,Althaea officinalis,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,TFG,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
SHARP,8240,1,13,63630,NJ,63630_p39,8841,NA,EBF,NA,NA,Stouts Creek Impoundment,NA,8/13/2015,11:15:00,High,,0,3,0,5,,0,0,0,2,Phragmites australis,60,Baccharis halimifolia,5,Althaea officinalis,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,TFG,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
SHARP,8240,1,13,63630,NJ,63630_p39,8841,NA,EBF,NA,NA,Stouts Creek Impoundment,NA,8/13/2015,11:15:00,High,,,,0,,0,,,,2,Phragmites australis,60,Baccharis halimifolia,5,Althaea officinalis,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,TFG,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
SHARP,8240,1,13,63630,NJ,63630_p39,8841,NA,EBF,NA,NA,Stouts Creek Impoundment,NA,8/13/2015,11:15:00,High,,0,,0,,0,,,,2,Phragmites australis,60,Baccharis halimifolia,5,Althaea officinalis,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,TFG,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
SHARP,8240,1,13,63630,NJ,63630_p39,8841,NA,EBF,NA,NA,Stouts Creek Impoundment,NA,8/13/2015,11:15:00,High,,,,0,,0,0,,,2,Phragmites australis,60,Baccharis halimifolia,5,Althaea officinalis,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,TFG,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
SHARP,8240,1,13,63630,NJ,63630_p39,8841,NA,EBF,NA,NA,Stouts Creek Impoundment,NA,8/13/2015,11:15:00,High,,0,,0,,0,0,,,2,Phragmites australis,60,Baccharis halimifolia,5,Althaea officinalis,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,TFG,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
SHARP,8240,1,13,63630,NJ,63630_p39,8841,NA,EBF,NA,NA,Stouts Creek Impoundment,NA,8/13/2015,11:15:00,High,,,3,0,,0,,,,2,Phragmites australis,60,Baccharis halimifolia,5,Althaea officinalis,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,TFG,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
SHARP,8240,1,13,63630,NJ,63630_p39,8841,NA,EBF,NA,NA,Stouts Creek Impoundment,NA,8/13/2015,11:15:00,High,,0,3,0,,0,,,,2,Phragmites australis,60,Baccharis halimifolia,5,Althaea officinalis,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,TFG,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
SHARP,8240,1,13,63630,NJ,63630_p39,8841,NA,EBF,NA,NA,Stouts Creek Impoundment,NA,8/13/2015,11:15:00,High,,,3,0,,0,0,,,2,Phragmites australis,60,Baccharis halimifolia,5,Althaea officinalis,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,TFG,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
SHARP,8240,1,13,63630,NJ,63630_p39,8841,NA,EBF,NA,NA,Stouts Creek Impoundment,NA,8/13/2015,11:15:00,High,,0,3,0,,0,0,,,2,Phragmites australis,60,Baccharis halimifolia,5,Althaea officinalis,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,TFG,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
SHARP,8240,1,13,63630,NJ,63630_p39,8841,NA,EBF,NA,NA,Stouts Creek Impoundment,NA,8/13/2015,11:15:00,High,,,,0,,0,,0,,2,Phragmites australis,60,Baccharis halimifolia,5,Althaea officinalis,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,TFG,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
SHARP,8240,1,13,63630,NJ,63630_p39,8841,NA,EBF,NA,NA,Stouts Creek Impoundment,NA,8/13/2015,11:15:00,High,,0,,0,,0,,0,,2,Phragmites australis,60,Baccharis halimifolia,5,Althaea officinalis,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,TFG,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
SHARP,8240,1,13,63630,NJ,63630_p39,8841,NA,EBF,NA,NA,Stouts Creek Impoundment,NA,8/13/2015,11:15:00,High,,,,0,,0,0,0,,2,Phragmites australis,60,Baccharis halimifolia,5,Althaea officinalis,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,TFG,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
SHARP,8240,1,13,63630,NJ,63630_p39,8841,NA,EBF,NA,NA,Stouts Creek Impoundment,NA,8/13/2015,11:15:00,High,,0,,0,,0,0,0,,2,Phragmites australis,60,Baccharis halimifolia,5,Althaea officinalis,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,TFG,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
SHARP,8240,1,13,63630,NJ,63630_p39,8841,NA,EBF,NA,NA,Stouts Creek Impoundment,NA,8/13/2015,11:15:00,High,,,3,0,,0,,0,,2,Phragmites australis,60,Baccharis halimifolia,5,Althaea officinalis,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,TFG,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
SHARP,8240,1,13,63630,NJ,63630_p39,8841,NA,EBF,NA,NA,Stouts Creek Impoundment,NA,8/13/2015,11:15:00,High,,0,3,0,,0,,0,,2,Phragmites australis,60,Baccharis halimifolia,5,Althaea officinalis,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,TFG,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
SHARP,8240,1,13,63630,NJ,63630_p39,8841,NA,EBF,NA,NA,Stouts Creek Impoundment,NA,8/13/2015,11:15:00,High,,,3,0,,0,0,0,,2,Phragmites australis,60,Baccharis halimifolia,5,Althaea officinalis,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,TFG,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
SHARP,8240,1,13,63630,NJ,63630_p39,8841,NA,EBF,NA,NA,Stouts Creek Impoundment,NA,8/13/2015,11:15:00,High,,0,3,0,,0,0,0,,2,Phragmites australis,60,Baccharis halimifolia,5,Althaea officinalis,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,TFG,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
SHARP,8240,1,13,63630,NJ,63630_p39,8841,NA,EBF,NA,NA,Stouts Creek Impoundment,NA,8/13/2015,11:15:00,High,,,,0,,0,,,0,2,Phragmites australis,60,Baccharis halimifolia,5,Althaea officinalis,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,TFG,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
SHARP,8240,1,13,63630,NJ,63630_p39,8841,NA,EBF,NA,NA,Stouts Creek Impoundment,NA,8/13/2015,11:15:00,High,,0,,0,,0,,,0,2,Phragmites australis,60,Baccharis halimifolia,5,Althaea officinalis,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,TFG,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
SHARP,8240,1,13,63630,NJ,63630_p39,8841,NA,EBF,NA,NA,Stouts Creek Impoundment,NA,8/13/2015,11:15:00,High,,,,0,,0,0,,0,2,Phragmites australis,60,Baccharis halimifolia,5,Althaea officinalis,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,TFG,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
SHARP,8240,1,13,63630,NJ,63630_p39,8841,NA,EBF,NA,NA,Stouts Creek Impoundment,NA,8/13/2015,11:15:00,High,,0,,0,,0,0,,0,2,Phragmites australis,60,Baccharis halimifolia,5,Althaea officinalis,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,TFG,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
SHARP,8240,1,13,63630,NJ,63630_p39,8841,NA,EBF,NA,NA,Stouts Creek Impoundment,NA,8/13/2015,11:15:00,High,,,3,0,,0,,,0,2,Phragmites australis,60,Baccharis halimifolia,5,Althaea officinalis,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,TFG,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
SHARP,8240,1,13,63630,NJ,63630_p39,8841,NA,EBF,NA,NA,Stouts Creek Impoundment,NA,8/13/2015,11:15:00,High,,0,3,0,,0,,,0,2,Phragmites australis,60,Baccharis halimifolia,5,Althaea officinalis,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,TFG,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
SHARP,8240,1,13,63630,NJ,63630_p39,8841,NA,EBF,NA,NA,Stouts Creek Impoundment,NA,8/13/2015,11:15:00,High,,,3,0,,0,0,,0,2,Phragmites australis,60,Baccharis halimifolia,5,Althaea officinalis,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,TFG,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
SHARP,8240,1,13,63630,NJ,63630_p39,8841,NA,EBF,NA,NA,Stouts Creek Impoundment,NA,8/13/2015,11:15:00,High,,0,3,0,,0,0,,0,2,Phragmites australis,60,Baccharis halimifolia,5,Althaea officinalis,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,TFG,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
SHARP,8240,1,13,63630,NJ,63630_p39,8841,NA,EBF,NA,NA,Stouts Creek Impoundment,NA,8/13/2015,11:15:00,High,,,,0,,0,,0,0,2,Phragmites australis,60,Baccharis halimifolia,5,Althaea officinalis,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,TFG,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
SHARP,8240,1,13,63630,NJ,63630_p39,8841,NA,EBF,NA,NA,Stouts Creek Impoundment,NA,8/13/2015,11:15:00,High,,0,,0,,0,,0,0,2,Phragmites australis,60,Baccharis halimifolia,5,Althaea officinalis,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,TFG,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
SHARP,8240,1,13,63630,NJ,63630_p39,8841,NA,EBF,NA,NA,Stouts Creek Impoundment,NA,8/13/2015,11:15:00,High,,,,0,,0,0,0,0,2,Phragmites australis,60,Baccharis halimifolia,5,Althaea officinalis,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,TFG,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
